job,alpha,nG,nE,n,replicate,nComb,nPosEigen,time_eigen,Frobenius_eigen,CMD_eigen,nPC_eigen,pPC_eigen,time_tensorEVD,Frobenius_tensorEVD,CMD_tensorEVD,nPC_tensorEVD,pPC_tensorEVD
157,0.98,100,30,30000,2,3000,3000,7974.735,103.639700088071,0.000388069987703688,1710,0.57,1.08300000000054,101.670355979758,0.000340725087683569,1748,0.582666666666667
158,0.98,500,30,30000,2,12968,12968,4928.606,73.4390606957476,0.000254856243409041,5975,0.46074953732264,5.08899999999994,68.0295656054772,0.000149513964135539,6909,0.532772979642196
159,0.98,1000,30,30000,2,18933,18969,5029.477,77.1143016794064,0.000336232796273372,8236,0.434182086562286,8.57300000000032,68.3401804416174,0.000196129456644267,10753,0.566872265274922
160,0.98,100,50,30000,2,4992,4992,4657.686,79.9754815713982,0.000217951323333465,2330,0.466746794871795,2.19300000000021,77.5520171143604,0.000168694836001126,2422,0.485176282051282
161,0.98,500,50,30000,2,17413,17484,5230.701,80.399982730177,0.000262526953318409,7164,0.40974605353466,7.15500000000066,72.2088676731742,0.000149349260450626,8983,0.513784031114161
162,0.98,1000,50,30000,2,22558,22558,5173.001,73.1537216292885,0.000246480693766205,10194,0.45190176434081,13.3630000000003,60.7851456312431,0.00010521849227263,15303,0.678384608564589
163,0.9,100,10,10000,3,1000,1000,254.707,180.060332718283,0.00618600979048301,371,0.371,0.15500000000003,177.260915349063,0.00563457461182637,387,0.387
164,0.9,500,10,10000,3,4328,4328,174.928,158.595688384853,0.00413045099884923,1141,0.263632162661738,0.540999999999997,147.293169705599,0.00286137151093924,1379,0.31862292051756
165,0.9,1000,10,10000,3,6339,6339,181.835,123.081931278494,0.00248930619697185,1597,0.251932481463953,0.957999999999998,113.568455354749,0.00160620162467684,2115,0.333648840511122
166,0.9,100,30,10000,3,2882,2882,175.595,130.153219341608,0.00287646099637762,703,0.243927827897294,0.180000000000007,126.318195016726,0.00233552562999562,772,0.267869535045108
167,0.9,500,30,10000,3,7270,7270,185.766,107.45020714312,0.00284911505658103,1898,0.261072902338377,1.04399999999998,94.2172957339907,0.00167538541431356,2676,0.36808803301238
168,0.9,1000,30,10000,3,8535,8535,185.631,126.285408241421,0.00310511026219507,2239,0.262331575864089,2.125,100.724743544086,0.00145668778440822,3877,0.454247217340363
169,0.9,100,50,10000,3,4355,4355,168.097,114.780031822816,0.00306661451970436,934,0.214466130884041,0.255000000000024,108.783219993181,0.00237658888550973,1060,0.243398392652124
170,0.9,500,50,10000,3,8274,8274,180.52,106.296904386527,0.00265594031514083,2272,0.274595117234711,1.316,85.5412776904699,0.0011961128497664,3695,0.446579647087261
171,0.9,1000,50,10000,3,9060,9060,183.689,116.819546850635,0.00309089930986317,2553,0.281788079470199,3.22,88.5374534225018,0.00129085927072792,5122,0.565342163355408
172,0.9,100,10,20000,3,1000,1000,1408.572,467.84465200718,0.00883739889272761,361,0.361,0.213999999999942,466.118936849387,0.00869123844187669,367,0.367
173,0.9,500,10,20000,3,4921,4921,1500.377,310.757534405399,0.00282969089251128,1120,0.227596017069701,0.712999999999965,300.468678558891,0.0022199595440564,1228,0.249542775858565
174,0.9,1000,10,20000,3,8695,8695,1378.911,249.336129526266,0.00228085177742443,1691,0.194479585968948,1.36400000000003,236.946527376895,0.00171224426904792,1951,0.224381828637148
175,0.9,100,30,20000,3,2997,2997,1330.52,260.54191493729,0.00348750028868206,819,0.273273273273273,0.478000000000066,253.262905727144,0.00303635384155654,859,0.28661995328662
176,0.9,500,30,20000,3,11095,11095,1403.086,216.682064858128,0.00213683397642295,2111,0.190265885534024,2.07799999999997,201.651232854929,0.00151612993082695,2559,0.230644434429923
177,0.9,1000,30,20000,3,14652,14652,1409.368,232.556664890186,0.00257595782421571,2712,0.185094185094185,2.50600000000009,206.456085326087,0.00166652850204851,3656,0.24952224952225
178,0.9,100,50,20000,3,4908,4908,1905.83,218.832149357804,0.00278240401168128,1063,0.216585167074165,0.620999999999867,212.925812801459,0.00240298437611386,1132,0.230643846780766
179,0.9,500,50,20000,3,13857,13857,1398.935,224.506063199983,0.00213431405171971,2453,0.177022443530346,2.096,202.400899501582,0.00145352301761847,3151,0.227394096846359
180,0.9,1000,50,20000,3,16538,16538,1443.862,195.640643209625,0.00179892432486328,3420,0.206796468738662,4.56899999999996,170.153389423231,0.0010536683264708,5019,0.303482887894546
181,0.9,100,10,30000,3,1000,1000,5249.632,529.51733827846,0.00597359034568745,441,0.441,0.354999999999563,530.580246250489,0.00598671873395074,448,0.448
182,0.9,500,10,30000,3,4992,4992,4968.875,514.519794117543,0.00343758446164211,1089,0.218149038461538,1.02799999999934,511.0638065846,0.00311270456856361,1148,0.229967948717949
183,0.9,1000,10,30000,3,9501,9501,8495.976,477.375544240455,0.00359832019987472,1641,0.172718661193559,1.76000000000022,464.400751509163,0.00313936638827728,1812,0.190716766656141
184,0.9,100,30,30000,3,3000,3000,5333.995,373.255599409494,0.0030021711344268,790,0.263333333333333,0.664999999999964,371.680840309103,0.00285456743067314,813,0.271
185,0.9,500,30,30000,3,12934,12925,4912.683,338.907633897039,0.00247126191573921,2350,0.181818181818182,2.24600000000009,323.231411614266,0.0019268840761526,2702,0.209052224371373
186,0.9,1000,30,30000,3,19003,19003,4929.214,303.151141633598,0.00146423102323312,3139,0.165184444561385,4.19300000000021,284.331863410816,0.00105041268450723,3847,0.202441719728464
187,0.9,100,50,30000,3,4991,4991,4797.427,297.338315360607,0.0022435379233201,1061,0.212582648767782,0.838999999999942,291.700186883955,0.0019785793328656,1108,0.221999599278702
188,0.9,500,50,30000,3,17499,17499,5180.69,282.380002491699,0.00154868266589792,2917,0.166695239727984,3.28700000000026,262.359648330116,0.00109163636418008,3486,0.199211383507629
189,0.9,1000,50,30000,3,22513,22512,5031.684,271.263924665496,0.00148008571342473,3913,0.173818407960199,6.09100000000035,242.884200442277,0.000929702029287549,5169,0.229610874200426
190,0.95,100,10,10000,3,1000,1000,254.32,143.960904469612,0.00458019676134103,450,0.45,0.173999999999978,143.111204636042,0.00436893537162564,463,0.463
191,0.95,500,10,10000,3,4347,4347,178.456,83.2616962060059,0.00171412582348829,1737,0.399585921325052,0.768000000000001,74.8838511165109,0.000999263276529883,2071,0.476420519898781
192,0.95,1000,10,10000,3,6332,6332,179.148,65.2726663619873,0.000989933122908626,2572,0.406190777005685,1.024,58.3682215273142,0.000489612744380863,3518,0.555590650663297
193,0.95,100,30,10000,3,2891,2891,175.827,61.0411580341131,0.00138898378735386,1189,0.411276374956762,0.387,58.4296460868306,0.00104992252132574,1309,0.452784503631961
194,0.95,500,30,10000,3,7296,7296,183.289,63.4504267176137,0.00139041004963614,2957,0.405290570175439,1.35399999999999,51.2216833150442,0.000582733157276638,4601,0.63061951754386
195,0.95,1000,30,10000,3,8517,8517,187.5,73.4212958718128,0.0014858778886172,3519,0.413173652694611,3.08500000000001,57.0206826919835,0.000609203034295236,6877,0.807443935658096
196,0.95,100,50,10000,3,4345,4345,170.77,63.5965513215965,0.00128692394339613,1430,0.329113924050633,0.340000000000003,59.2710144056253,0.000925987735634237,1628,0.374683544303797
197,0.95,500,50,10000,3,8210,8210,177.505,64.5852876845894,0.00120171943207137,3363,0.409622411693057,1.47699999999998,49.7041231969525,0.000472342563694883,5988,0.729354445797808
198,0.95,1000,50,10000,3,9059,9059,190.588,64.5620902010823,0.00138245959963024,3981,0.439452478198477,4.59899999999999,46.0405055871278,0.00045445913196851,8946,0.987526217021746
199,0.95,100,10,20000,3,1000,1000,1387.469,180.412080685507,0.00154572081715543,541,0.541,0.374000000000024,177.790347588146,0.00141607889888429,550,0.55
200,0.95,500,10,20000,3,4899,4899,1489.091,186.046510884137,0.00202512452232329,1832,0.373953868136354,0.969000000000051,181.044526804928,0.00162924560763666,2000,0.408246580934885
201,0.95,1000,10,20000,3,8676,8676,1409.357,161.229512957797,0.00192924512538628,2812,0.324112494236976,1.80099999999993,152.263368697514,0.00141554174658887,3294,0.379668049792531
202,0.95,100,30,20000,3,2999,2999,1310.691,124.763904080897,0.00107177108284506,1185,0.39513171057019,0.576000000000022,122.422820389618,0.000935474722396745,1238,0.412804268089363
203,0.95,500,30,20000,3,10969,10969,1431.04,109.29500765983,0.000731476596422809,3599,0.328106481903546,3.28800000000001,99.9374137024012,0.000411210684738816,4494,0.409700063816209
204,0.95,1000,30,20000,3,14621,14621,1402.077,120.672434482843,0.000989103392920576,4806,0.32870528691608,4.27599999999984,105.860673069692,0.000539048113957219,6901,0.47199233978524
205,0.95,100,50,20000,3,4903,4880,1912.389,108.938432498472,0.00101241331904445,1626,0.333196721311475,1.11400000000003,105.066388018453,0.000809531375569828,1737,0.35594262295082
206,0.95,500,50,20000,3,13775,13775,1362.379,105.023930014305,0.000806755304301188,4318,0.313466424682396,3.28100000000018,92.5795852902465,0.000422352269863424,5763,0.418366606170599
207,0.95,1000,50,20000,3,16565,16565,1429.133,109.385264090918,0.000879640026138495,5496,0.331783881678237,5.58199999999988,90.5132015602379,0.000452743336998518,8725,0.526712948988832
208,0.95,100,10,30000,3,1000,1000,5858.128,278.807725555042,0.00194579680951767,549,0.549,0.391999999999825,276.612880130373,0.00185237330455379,554,0.554
209,0.95,500,10,30000,3,4990,4990,4919.493,217.859935095242,0.000917839032965939,2024,0.40561122244489,1.53899999999976,211.504322555656,0.00068799109506168,2146,0.430060120240481
210,0.95,1000,10,30000,3,9476,9476,8502.692,273.260912350855,0.001435247687123,2613,0.275749261291684,2.60200000000077,267.544009219963,0.0012335320075858,2894,0.305403123680878
211,0.95,100,30,30000,3,2999,2999,4891.128,177.303285848646,0.00126042959062334,1305,0.43514504834945,1.9429999999993,175.294572236744,0.00114801391592279,1341,0.447149049683228
212,0.95,500,30,30000,3,12994,12994,4692.081,157.312384011516,0.000808035199942325,4032,0.310297060181622,3.76800000000003,149.162046678029,0.000545708391037181,4659,0.358550100046175
213,0.95,1000,30,30000,3,19001,19001,4987.823,161.549474586132,0.000724608810439231,5368,0.28251144676596,10.1480000000001,147.911783908222,0.000436079025468161,6814,0.358612704594495
214,0.95,100,50,30000,3,4988,4988,4743.51,153.293088992842,0.000600695281978814,1699,0.340617481956696,1.375,150.602756799117,0.000491301320546089,1773,0.355453087409783
215,0.95,500,50,30000,3,17463,17457,5193.83,165.348972347904,0.000973333038022939,4718,0.270264077447442,4.95899999999983,152.192220283582,0.000661998086785132,5777,0.330927421664662
216,0.95,1000,50,30000,3,22640,22640,4900.148,149.900383305746,0.000692348549304445,6657,0.294037102473498,8.52399999999943,130.632954195713,0.00037167267393301,9346,0.412809187279152
217,0.98,100,10,10000,3,1000,1000,255.799,36.7259004889243,0.000514562914501915,726,0.726,0.259000000000015,33.5499358826335,0.000359643351034666,745,0.745
218,0.98,500,10,10000,3,4331,4331,175.019,36.0410552550966,0.000393475273263166,2373,0.547910413299469,0.722000000000008,31.0845154759146,0.000180665575516437,2823,0.651812514430847
219,0.98,1000,10,10000,3,6313,6313,175.843,33.3444494768182,0.000297354092566038,3393,0.537462379217488,1.23699999999999,28.5937678554395,0.000142137125521913,4677,0.740852209725962
220,0.98,100,30,10000,3,2897,2897,169.932,35.7480921018495,0.000462720807573036,1521,0.525025888850535,0.343999999999994,34.7169153165936,0.000348509126969154,1650,0.569554711770797
221,0.98,500,30,10000,3,7316,7316,170.196,32.9414989990803,0.000443482844985743,4117,0.56273920174959,1.69300000000001,26.5652472549485,0.000193919236021967,6561,0.896801530891197
222,0.98,1000,30,10000,3,8476,8476,184.291,31.0613990603778,0.000407122279496575,5095,0.601109013685701,3.786,23.8375047990596,0.000171185916998051,10831,1.27784332232185
223,0.98,100,50,10000,3,4329,4329,168.079,28.0845280478431,0.000277656392653092,2039,0.471009471009471,0.591000000000008,25.7315482478663,0.000166115962690561,2345,0.541695541695542
224,0.98,500,50,10000,3,8250,8250,189.003,27.8573394294994,0.000305543444120482,4847,0.587515151515152,2.63899999999998,21.4981313154508,0.000107597971443218,9196,1.11466666666667
225,0.98,1000,50,10000,3,9070,9070,186.16,36.3250368018918,0.000662254492264425,5434,0.599117971334068,6.16300000000001,22.8052832513692,0.000150850598640617,14612,1.61102535832415
226,0.98,100,10,20000,3,1000,1000,1332.895,72.1444553859168,0.000399041825379864,755,0.755,0.313000000000102,68.7441405371661,0.000324305088596599,764,0.764
227,0.98,500,10,20000,3,4909,4909,1492.004,88.3220845377586,0.000595586271585513,2576,0.524750458341821,1.45100000000002,84.1965689931332,0.000414137739803255,2766,0.563454878794052
228,0.98,1000,10,20000,3,8622,8622,1396.781,91.0688500833261,0.000962197997436576,4099,0.475411737415913,2.08799999999997,86.3443693132664,0.000747577455755599,4776,0.55393180236604
229,0.98,100,30,20000,3,3000,3000,1407.397,59.3910962596935,0.000358346598697268,1647,0.549,1.17200000000003,58.2133085431881,0.000295543771740792,1710,0.57
230,0.98,500,30,20000,3,11114,11110,1410.538,56.527949274465,0.000343967676432966,5320,0.478847884788479,3.62799999999993,50.4798670252825,0.000196446649937232,6643,0.597929792979298
231,0.98,1000,30,20000,3,14581,14581,1405.009,59.1521682942222,0.000305590953113111,7077,0.485357657225156,5.94700000000012,48.6748819779285,0.00013050330207276,10839,0.743364652630135
232,0.98,100,50,20000,3,4908,4908,1919.843,45.232459904408,0.000235231065699781,2300,0.468622656886716,1.43299999999999,43.0880994325885,0.000169681791060028,2443,0.497758761206194
233,0.98,500,50,20000,3,13806,13806,1340.353,50.635891200915,0.000285616311990644,6536,0.473417354773287,4.74800000000005,42.5211989113039,0.0001313858906552,9189,0.665580182529335
234,0.98,1000,50,20000,3,16642,16642,1439.248,57.6379938372,0.000331368931680176,8524,0.512198053118616,9.30300000000011,44.2457994045525,0.000118995580175585,15393,0.924948924408124
235,0.98,100,10,30000,3,1000,1000,5433.002,164.665883732299,0.00111481590621421,735,0.735,0.533000000000357,168.372555814274,0.00116028218796727,739,0.739
236,0.98,500,10,30000,3,4984,4984,4928.124,103.54448019318,0.000404670589600586,2854,0.572632423756019,2.06900000000041,96.0598687961801,0.000272190192640909,2990,0.59991974317817
237,0.98,1000,10,30000,3,9505,9505,8517.769,111.02100414646,0.000396573092323327,4271,0.449342451341399,5.8130000000001,107.321932375934,0.000294340305517893,4678,0.492162019989479
238,0.98,100,30,30000,3,3000,3000,4784.692,127.296750955313,0.000570163206342733,1527,0.509,1.05400000000009,126.647459544303,0.000525486021869637,1558,0.519333333333333
239,0.98,500,30,30000,3,12950,12950,4641.172,80.546797634688,0.000353318109557521,6131,0.473436293436293,5.45399999999972,75.0635275677012,0.000221020883556466,7121,0.54988416988417
240,0.98,1000,30,30000,3,19037,19037,4911.226,76.9367027992021,0.000270402368591549,8456,0.444187634606293,8.67799999999988,67.7074517582042,0.000131163901523346,11153,0.585859116457425
241,0.98,100,50,30000,3,4989,4989,4657.256,80.1541537859029,0.000241625548640601,2315,0.464020845860894,1.63300000000072,78.1965127697791,0.000196776096387685,2410,0.483062738023652
242,0.98,500,50,30000,3,17486,17534,5023.414,71.4253855985804,0.000218786031253693,6972,0.39762746663625,7.01299999999992,64.0780671098095,0.000118128563359687,8615,0.491331128093989
243,0.98,1000,50,30000,3,22575,22575,4804.164,71.68697009874,0.000210849915105782,10137,0.449036544850498,12.018,61.2236459626566,9.91403222276865e-05,15110,0.669324473975637
244,0.9,100,10,10000,4,1000,1000,256.377,151.34324721879,0.00363856866722323,375,0.375,0.155999999999949,146.654806623452,0.00313863368945722,389,0.389
245,0.9,500,10,10000,4,4358,4358,171.035,187.569859919704,0.00569430325109377,1013,0.232446076181735,0.314999999999998,184.458543886607,0.00504216790639989,1204,0.276273519963286
246,0.9,1000,10,10000,4,6360,6360,172.471,134.348645007563,0.00314321002320295,1527,0.240094339622642,0.673000000000002,126.720787981766,0.00229624752495816,2012,0.316352201257862
247,0.9,100,30,10000,4,2890,2889,166.765,131.647716029452,0.00367860979126389,664,0.229837313949463,0.192999999999984,127.288806801815,0.00325256118458994,720,0.249221183800623
248,0.9,500,30,10000,4,7251,7251,200.702,100.447821990855,0.00194583228718237,1894,0.261205350986071,0.709000000000003,89.3300537905401,0.00111847967458223,2696,0.371810784719349
249,0.9,1000,30,10000,4,8483,8483,187.905,121.294046647796,0.00281335305196417,2159,0.254509018036072,2.09099999999998,100.11568542387,0.0014509136417179,3695,0.435577036425793
250,0.9,100,50,10000,4,4305,4305,178.6,106.266494123852,0.00222536071116219,982,0.228106852497096,0.270999999999987,99.1422035006788,0.00157212931075101,1124,0.261091753774681
251,0.9,500,50,10000,4,8253,8253,184.971,121.331070642672,0.00294864380467719,2020,0.244759481400703,1.535,99.5785843299557,0.00151316439344684,3179,0.385193263055858
252,0.9,1000,50,10000,4,9066,9066,182.324,126.537172798986,0.00373785378356628,2390,0.263622325170968,2.43899999999999,95.2501802737696,0.00165627885409492,4716,0.520185307743216
253,0.9,100,10,20000,4,1000,1000,1412.14,277.858168579606,0.00265541678375059,406,0.406,0.2349999999999,273.24148795844,0.00235126767705507,415,0.415
254,0.9,500,10,20000,4,4911,4911,1513.031,332.125296543551,0.00518654367933413,1195,0.243331297088169,0.883000000000038,326.841726593846,0.00471011876720706,1305,0.265729993891265
255,0.9,1000,10,20000,4,8636,8636,1410.438,246.420877038658,0.00202098626946012,1758,0.203566465956461,1.4369999999999,236.484275825856,0.00145836886704032,2045,0.236799444187124
256,0.9,100,30,20000,4,2997,2997,1385.14,267.078638701408,0.00278107557999863,792,0.264264264264264,0.589999999999918,263.555359843844,0.00253377651682862,826,0.275608942275609
257,0.9,500,30,20000,4,11033,11033,1442.469,226.704385435515,0.00266107453839393,2130,0.193057192060183,1.53199999999993,211.362218940596,0.00198226003582869,2614,0.236925586875736
258,0.9,1000,30,20000,4,14561,14560,1788.719,233.964797092208,0.00227700228130867,2669,0.18331043956044,3.63799999999992,211.195065380883,0.00153182938032848,3565,0.244848901098901
259,0.9,100,50,20000,4,4912,4912,1931.573,211.165733678057,0.002407110065206,1039,0.211522801302932,0.669000000000096,205.572190378116,0.0020945923861917,1106,0.225162866449511
260,0.9,500,50,20000,4,13751,13775,1367.637,203.896908108825,0.00196990869195146,2629,0.190852994555354,2.02500000000009,179.866637400102,0.00116018509857252,3440,0.2497277676951
261,0.9,1000,50,20000,4,16513,16513,1449.623,209.605083352263,0.00208069717793524,3283,0.198813056379822,3.97000000000003,176.380457867634,0.00113475433004751,4912,0.29746260522013
262,0.9,100,10,30000,4,1000,1000,8866.553,617.391447039227,0.00562561564842168,357,0.357,0.622999999999593,612.528474712637,0.00541352148458119,362,0.362
263,0.9,500,10,30000,4,4988,4988,5035.239,451.897560026167,0.00323631203102748,1191,0.238773055332799,0.912999999999556,446.476896864517,0.00289452895333497,1264,0.253408179631115
264,0.9,1000,10,30000,4,9494,9494,10831.621,495.896521776504,0.00414645516576662,1609,0.169475458184116,3.88600000000042,485.874146710788,0.00372855151952423,1776,0.187065515062144
265,0.9,100,30,30000,4,3000,2985,6711.81,364.127247580948,0.00390075820426083,823,0.27571189279732,0.631999999999607,363.862419161581,0.00380473717970986,846,0.283417085427136
266,0.9,500,30,30000,4,12896,12896,4605.186,331.625706702479,0.00193414404807202,2316,0.179590570719603,2.49200000000019,312.534891405736,0.00139979988076422,2661,0.206343052109181
267,0.9,1000,30,30000,4,19084,19084,4962.785,315.268182584352,0.00220595632411413,3263,0.170980926430518,4.1850000000004,289.024025881171,0.00153185960473701,4079,0.213739258017187
268,0.9,100,50,30000,4,4990,4990,4627.245,352.318903793101,0.00223031561542575,997,0.199799599198397,0.833000000000538,346.167452568888,0.00201259255422026,1042,0.208817635270541
269,0.9,500,50,30000,4,17471,17471,5095.764,305.595083925777,0.0015048150239223,2758,0.157861599221567,3.36400000000049,282.106009972059,0.00105474279996665,3307,0.189285101024555
270,0.9,1000,50,30000,4,22597,22597,4726.738,308.504589733105,0.00176652059426841,3794,0.16789839359207,5.98199999999997,270.366903749175,0.00106912831644879,5098,0.22560516882772
271,0.95,100,10,10000,4,1000,1000,256.417,99.1904025440793,0.00250149624897689,534,0.534,0.20799999999997,96.6451134623173,0.00219640015819822,550,0.55
272,0.95,500,10,10000,4,4308,4308,168.299,97.2641048819452,0.00237361191769148,1683,0.39066852367688,0.555000000000007,91.5182013471175,0.00163251759279826,2013,0.467270194986072
273,0.95,1000,10,10000,4,6284,6284,181.597,82.828087250671,0.00186284949352522,2342,0.372692552514322,1.37099999999998,74.8238472195987,0.00111483072130791,3259,0.51861871419478
274,0.95,100,30,10000,4,2888,2888,176.433,58.9456762753092,0.00107388801766628,1143,0.395775623268698,0.329000000000008,56.7331052643739,0.000823967427133199,1251,0.433171745152355
275,0.95,500,30,10000,4,7283,7283,184.926,71.2007281354566,0.00138489012587317,2660,0.365234106824111,1.54499999999999,60.671916799435,0.00078716801437817,3927,0.539200878758753
276,0.95,1000,30,10000,4,8564,8564,185.386,67.7524208020619,0.00137131589826611,3531,0.412307333021952,2.05099999999999,53.481296326177,0.0006460227753875,6742,0.787248949089211
277,0.95,100,50,10000,4,4300,4300,175.421,63.822785899571,0.00117014837732832,1480,0.344186046511628,0.35499999999999,58.8734153459404,0.000749514448552202,1716,0.39906976744186
278,0.95,500,50,10000,4,8242,8242,181.408,54.0300699475315,0.000907021837932676,3495,0.424047561271536,1.61199999999999,41.9924067281375,0.000324133815635341,6158,0.747148750303324
279,0.95,1000,50,10000,4,9023,9016,179.833,63.7939002143647,0.00121747114632031,3958,0.438997338065661,3.237,46.3206183418289,0.000413131283230839,8850,0.981588287488909
280,0.95,100,10,20000,4,1000,1000,1391.266,191.981191661519,0.00185957871416054,538,0.538,0.388999999999896,192.31151409914,0.0018042482887155,545,0.545
281,0.95,500,10,20000,4,4907,4907,1518.195,195.011766519931,0.00184204385684128,1619,0.329936824943958,0.968999999999824,194.142395949485,0.00171475171605595,1751,0.356837171387813
282,0.95,1000,10,20000,4,8656,8656,1402.293,139.731266096833,0.00139003413348127,2951,0.340919593345656,1.85900000000015,132.731583732433,0.000977612502016334,3462,0.399953789279113
283,0.95,100,30,20000,4,2995,2995,1408.11,134.019897273657,0.00112882077791265,1219,0.407011686143573,0.895999999999958,130.548455022131,0.000935704274220295,1274,0.425375626043406
284,0.95,500,30,20000,4,11074,11074,1424.863,115.125564163372,0.000961471294725458,3637,0.328426945999639,2.24299999999994,105.968505192552,0.000602589682103805,4486,0.40509301065559
285,0.95,1000,30,20000,4,14596,14596,1766.253,121.950304230133,0.00114442511349733,4781,0.32755549465607,4.62799999999993,106.700191477276,0.000653965822763003,6880,0.471362016990956
286,0.95,100,50,20000,4,4918,4917,1914.275,112.302576154423,0.000793356684144708,1447,0.294285133211308,0.836999999999989,107.964328305995,0.000628563996430853,1534,0.311978848891601
287,0.95,500,50,20000,4,13715,13711,1440.669,109.784423819579,0.000815371124021747,4194,0.305885785136022,4.56500000000006,96.9171089388577,0.000448229304667258,5677,0.414047115454744
288,0.95,1000,50,20000,4,16399,16399,1974.376,111.969769452848,0.00081617524685218,5467,0.333373986218672,7.14100000000008,93.9816253806896,0.000394782658114989,8787,0.535825355204586
289,0.95,100,10,30000,4,1000,1000,8860.33,232.620205019766,0.00120270095132424,575,0.575,0.674999999999272,231.184381223653,0.00111147141266987,581,0.581
290,0.95,500,10,30000,4,4984,4984,4958.554,390.889431958081,0.00460266948784016,1697,0.340489566613162,1.2510000000002,395.445215688104,0.00458231608915793,1788,0.358747993579454
291,0.95,1000,10,30000,4,9465,9465,10824.291,224.3626153026,0.00155942149823163,2906,0.30702588483888,6.95399999999972,214.921581273174,0.00122720400767262,3229,0.341151611199155
292,0.95,100,30,30000,4,3000,3000,5934.201,196.399915539809,0.00121144373262816,1214,0.404666666666667,1.44800000000032,193.285144940274,0.00108070610737476,1250,0.416666666666667
293,0.95,500,30,30000,4,12945,12945,4896.989,170.026882427282,0.000746611837687761,3919,0.302742371572036,2.78300000000036,161.066628917941,0.000489295270767576,4536,0.350405561993048
294,0.95,1000,30,30000,4,18986,18986,4858.426,172.024897982046,0.000689424714303222,5248,0.276414199936796,10.4259999999995,156.944978574737,0.000395939605094431,6647,0.350100073738544
295,0.95,100,50,30000,4,4987,4987,5267.435,174.466250522269,0.000679400181592182,1544,0.309604972929617,1.23900000000049,169.838983210312,0.000569636363585535,1611,0.323039903749749
296,0.95,500,50,30000,4,17516,17516,5012.976,154.311734122735,0.000706387254532315,4913,0.280486412422928,5.64000000000033,142.815833139249,0.000437993374517554,6016,0.343457410367664
297,0.95,1000,50,30000,4,22499,22498,4758.148,177.706364474854,0.000940092892694477,6224,0.276646813050049,7.71399999999994,152.591728798305,0.000529481991071834,8736,0.388301182327318
298,0.98,100,10,10000,4,1000,1000,190.071,62.5557302461399,0.000973052824603693,677,0.677,0.185000000000002,63.2883907722557,0.000941888547973613,693,0.693
299,0.98,500,10,10000,4,4347,4347,192.66,52.1182051288957,0.000857908972931143,2131,0.490223142397055,0.668999999999983,48.6806422478098,0.000644816657511593,2481,0.570738440303658
300,0.98,1000,10,10000,4,6373,6373,179.36,42.3733661271656,0.000516463680011126,3278,0.51435744547309,1.387,36.6399578452887,0.000267785903471318,4515,0.70845755531147
301,0.98,100,30,10000,4,2876,2876,173.528,32.1084089445801,0.000392953590035883,1607,0.558762169680111,0.441000000000003,30.8891748609811,0.000282518970691092,1745,0.606745479833102
302,0.98,500,30,10000,4,7297,7297,182.34,31.704336527491,0.000399744432280746,3980,0.545429628614499,1.505,26.1654928467118,0.000177444318746667,6318,0.865835274770454
303,0.98,1000,30,10000,4,8421,8421,171.409,40.078573822337,0.0006990461594375,4855,0.576534853342833,2.596,29.2206344311387,0.000257170065520396,10626,1.26184538653367
304,0.98,100,50,10000,4,4358,4345,162.495,28.1007467729759,0.000331207361449093,2041,0.469735327963176,0.484000000000009,25.9431790881646,0.000212131969941853,2336,0.537629459148447
305,0.98,500,50,10000,4,8211,8211,178.713,30.0609852490673,0.000326809592099186,4677,0.569601753744976,2.09099999999998,22.6412416322949,0.000110082941336964,8922,1.08659115820241
306,0.98,1000,50,10000,4,9062,9062,187.83,33.9133847619094,0.00048221997362774,5632,0.621496358419775,4.691,21.9409118668865,0.000114601732709718,15190,1.67623041271243
307,0.98,100,10,20000,4,1000,1000,1410.511,94.2469682815669,0.000884048349881428,750,0.75,0.378999999999905,92.5322347085875,0.000813560518618361,759,0.759
308,0.98,500,10,20000,4,4908,4908,1498.383,92.5127769432162,0.000566108345510852,2416,0.492257538712306,1.17699999999991,89.792845958711,0.000430277766671594,2594,0.528524857375713
309,0.98,1000,10,20000,4,8600,8600,1383.025,71.3398552437458,0.00048267397946189,4185,0.486627906976744,2.23900000000003,63.4463115012602,0.000257106694987019,4884,0.567906976744186
310,0.98,100,30,20000,4,2993,2993,1386.577,49.5466019972057,0.000210121623246851,1724,0.576010691613766,1.19299999999998,48.7816432924151,0.000166038742931529,1789,0.597728032074841
311,0.98,500,30,20000,4,11062,11062,1414.223,54.3900550948886,0.000350409041891098,5371,0.485536069426867,3.46499999999992,48.6953424771522,0.000198621215839356,6769,0.611914662809618
312,0.98,1000,30,20000,4,14628,14628,1758.606,53.981873662313,0.000333308537748378,7443,0.508818703855619,6.75299999999993,45.3179033534518,0.0001609252275242,11364,0.776866283839213
313,0.98,100,50,20000,4,4907,4907,1907.425,54.4972707577746,0.000259159219304195,2232,0.454860403505197,1.35799999999995,52.4989293313831,0.000186818584522741,2377,0.484410026492765
314,0.98,500,50,20000,4,13805,13831,1420.679,52.3367301612545,0.000255277555672451,6455,0.466705227387752,5.81099999999992,44.1877725752662,0.000113348906312205,9061,0.6551225507917
315,0.98,1000,50,20000,4,16522,16522,1965.717,48.2205087699915,0.000245845728622296,8660,0.524149618690231,10.4100000000001,37.586681445905,9.01807261053378e-05,15391,0.931545817697615
