job,alpha,nG,nE,n,replicate,nComb,nPosEigen,time_eigen,Frobenius_eigen,CMD_eigen,nPC_eigen,pPC_eigen,time_tensorEVD,Frobenius_tensorEVD,CMD_tensorEVD,nPC_tensorEVD,pPC_tensorEVD
62,0.98,500,50,10000,1,8236,8236,181.407,25.3134262808154,0.000264936762047197,4903,0.595313258863526,2.506,19.3130174002452,9.04530273307946e-05,9177,1.11425449247207
63,0.98,1000,50,10000,1,9069,9069,175.387,28.8109072717919,0.000357522345007411,5687,0.6270812658507,6.274,20.2363615984906,9.50951528347899e-05,15087,1.6635792259345
64,0.98,100,10,20000,1,1000,1000,1337.243,104.107479790172,0.000854266754161004,713,0.713,0.319999999999936,100.987374893585,0.000758245205047192,722,0.722
65,0.98,500,10,20000,1,4898,4898,1381.595,70.9151812420098,0.00034916860502876,2660,0.543078807676603,1.45999999999981,64.0005623436776,0.000191296700818966,2881,0.588199265006125
66,0.98,1000,10,20000,1,8672,8672,1394.375,64.5962071152509,0.000345031034872267,4263,0.491582103321033,2.15599999999995,56.1320270789437,0.000166070361032666,4976,0.57380073800738
67,0.98,100,30,20000,1,2998,2998,1329.91,59.9169486589634,0.000360147692373469,1685,0.562041360907272,0.756999999999835,57.9099030969742,0.000283107767944379,1754,0.585056704469646
68,0.98,500,30,20000,1,11090,11090,1401.537,45.8877212653688,0.000217715735963187,5662,0.510550045085663,3.97599999999989,39.6303849344681,8.95544602576015e-05,7131,0.643011722272317
69,0.98,1000,30,20000,1,14574,14574,1410.974,62.1580298100764,0.000356486343839668,7080,0.485796624125154,5.92200000000003,52.9777127386724,0.00017212467623251,10645,0.730410319747495
70,0.98,100,50,20000,1,4895,4895,1399.294,58.6947664226844,0.000264998597855226,2305,0.470888661899898,1.04100000000017,57.1220454015517,0.000197619434649576,2452,0.500919305413687
71,0.98,500,50,20000,1,13836,13836,1444.821,51.1321189270956,0.000251825622715085,6641,0.479979762937265,6.20100000000002,42.5649595643352,0.000108322342627254,9459,0.683651344319167
72,0.98,1000,50,20000,1,16405,16405,1430.912,49.4078932993107,0.000244702933541285,8622,0.525571472112161,7.78899999999999,38.7195509909697,9.11986966265488e-05,15324,0.934105455653764
73,0.98,100,10,30000,1,1000,1000,4694.015,117.058941464106,0.000355813093496971,733,0.733,0.623000000000502,115.722791356572,0.000327725584294725,738,0.738
74,0.98,500,10,30000,1,4986,4986,4938.307,100.205057689205,0.000410375153100828,2861,0.573806658644204,2.24299999999948,92.9711634221663,0.000276239659508182,3007,0.603088648215002
75,0.98,1000,10,30000,1,9491,9491,8498.397,109.795771651466,0.000409829635774961,4278,0.450742808976926,5.7450000000008,103.030009517781,0.000268615732425981,4694,0.494573806764303
76,0.98,100,30,30000,1,3000,3000,4907.465,113.183189697584,0.000569796247726795,1624,0.541333333333333,1.19799999999941,112.171821664077,0.000528391809369588,1663,0.554333333333333
77,0.98,500,30,30000,1,12998,12998,4957.466,80.5059449809497,0.000206852918313682,5704,0.438836744114479,5.07399999999961,74.4554539890655,0.000109243264189707,6557,0.504462224957686
78,0.98,1000,30,30000,1,19017,19017,4469.889,76.2222279435118,0.000237224800602176,8346,0.438870484303518,7.73599999999988,68.1361182782033,0.000126037423302972,10950,0.575800599463638
79,0.98,100,50,30000,1,4989,4989,4790.308,75.2589729135928,0.000183782387743525,2349,0.47083583884546,1.79699999999957,73.3582009130767,0.000142532771628234,2437,0.488474644217278
80,0.98,500,50,30000,1,17474,17474,5353.663,71.7010064906575,0.000224795943290168,7561,0.432700011445576,6.77700000000004,64.0320158680187,0.000117821240923077,9506,0.544008240814925
81,0.98,1000,50,30000,1,22532,22532,5355.714,74.3534996325262,0.000208755029426966,10088,0.44771879992899,23.4209999999994,62.5389536126087,8.97499484013853e-05,15132,0.671578199893485
82,0.9,100,10,10000,2,1000,1000,254.743,206.096648140566,0.0073211818819835,371,0.371,0.141999999999996,199.288921159184,0.00657616037976838,384,0.384
83,0.9,500,10,10000,2,4304,4304,170.809,166.183234093077,0.0053433315977256,1112,0.258364312267658,0.408999999999992,159.127549233619,0.00427290975959149,1343,0.31203531598513
84,0.9,1000,10,10000,2,6287,6287,182.233,152.001115380669,0.00347445926836643,1441,0.229203117544139,0.882000000000005,141.176486657082,0.00237620690311002,1919,0.30523302051853
85,0.9,100,30,10000,2,2892,2892,176.581,134.072884740512,0.00410299636502542,738,0.255186721991701,0.183999999999998,128.410729310966,0.00330861712700126,808,0.27939142461964
86,0.9,500,30,10000,2,7383,7383,183.745,112.998666613898,0.00304869365973193,1947,0.263713937423811,1.19,98.0850248683898,0.00172738934257799,2825,0.382635784911283
87,0.9,1000,30,10000,2,8533,8533,181.201,135.435103852632,0.00427425737647436,2196,0.257353802882925,1.524,107.643581976529,0.00217431834034121,3842,0.450251962967303
88,0.9,100,50,10000,2,4315,4323,176.631,116.107068804059,0.00282236634247657,919,0.212583853805228,0.348000000000013,109.953146997826,0.00216689409189785,1049,0.24265556326625
89,0.9,500,50,10000,2,8262,8262,177.899,114.51082256252,0.002515623441394,1999,0.241951101428226,1.21799999999999,95.3615316406768,0.00126171603452252,3073,0.371943839264101
90,0.9,1000,50,10000,2,9053,9053,189.828,123.837024966465,0.00346371732462325,2465,0.272285430244118,3.20500000000001,92.6988741709465,0.00146337159843091,4980,0.55009389152767
91,0.9,100,10,20000,2,1000,1000,1318.392,294.452043111994,0.00406692309799006,399,0.399,0.210000000000036,292.658692374725,0.00388302749283198,406,0.406
92,0.9,500,10,20000,2,4892,4886,1369.181,347.328130585574,0.00551650949023896,1100,0.225133033155956,0.65300000000002,333.20296554303,0.00470140198637381,1202,0.246009005321326
93,0.9,1000,10,20000,2,8641,8641,1400.294,357.367166927032,0.00511061567500548,1542,0.178451568105543,1.29500000000007,343.440199694378,0.00429503258124242,1799,0.208193496123134
94,0.9,100,30,20000,2,2998,2998,1311.812,285.467984891985,0.00371336711321024,750,0.250166777851901,0.429999999999836,282.657466262289,0.00337520555980664,783,0.261174116077385
95,0.9,500,30,20000,2,11036,11036,1353.573,195.917417634212,0.00163241082445387,2354,0.213301920985864,1.721,181.562128407531,0.00101419055756413,2873,0.260329829648423
96,0.9,1000,30,20000,2,14618,14594,1395.685,195.812976877876,0.00212105644011318,2956,0.202548992736741,2.78700000000003,178.427407704741,0.00142160870607544,3986,0.273125942168014
97,0.9,100,50,20000,2,4912,4891,1386.574,219.060427512337,0.00259564951785585,1038,0.212226538540176,0.647000000000162,214.359063550135,0.00225819564575536,1107,0.226334083009609
98,0.9,500,50,20000,2,13731,13731,1417.716,195.749398129374,0.0017233924255361,2779,0.202388755371058,3.08500000000004,173.698039646076,0.000996572782655081,3678,0.267861044352196
99,0.9,1000,50,20000,2,16416,16416,1413.618,219.487636474686,0.00206959993330003,3265,0.198891325536062,4.16599999999994,183.287832946989,0.0011314681388318,4918,0.299585769980507
100,0.9,100,10,30000,2,1000,1000,4790.846,476.37304580938,0.00397418383283987,426,0.426,0.293000000000575,468.214154296487,0.00370884302053354,432,0.432
101,0.9,500,10,30000,2,4985,4985,4801.559,540.952203672315,0.00385004221174978,1113,0.223269809428285,0.952000000000226,538.153949464174,0.00360934849610917,1184,0.237512537612839
102,0.9,1000,10,30000,2,9494,9494,8527.679,438.428046874747,0.00333955197603641,1765,0.185906888561197,2.08200000000033,425.857698181929,0.00287422421017214,1952,0.205603539077312
103,0.9,100,30,30000,2,3000,3000,4735.292,435.04885655542,0.00338199038582232,751,0.250333333333333,0.637000000000626,431.269233915588,0.00323069741866644,773,0.257666666666667
104,0.9,500,30,30000,2,12947,12947,4901.736,323.932161988769,0.00258053363391242,2332,0.180118946474087,2.42600000000039,308.523073288148,0.00199794088835026,2661,0.205530238665328
105,0.9,1000,30,30000,2,18840,18840,4654.11,308.6717593785,0.00180944740326738,3123,0.165764331210191,3.91799999999967,287.77480044267,0.00125742373045179,3870,0.205414012738854
106,0.9,100,50,30000,2,4991,4991,4695.394,351.152592059683,0.00247289534395068,1048,0.209977960328591,0.764000000000124,345.947787775219,0.0022195405803731,1096,0.21959527148868
107,0.9,500,50,30000,2,17466,17466,5303.57,288.74777481201,0.00188531389652291,3004,0.171991297377763,4.75399999999991,266.899675185259,0.0012768923028238,3626,0.20760334363907
108,0.9,1000,50,30000,2,22493,22493,5092.044,309.536956617741,0.00170188609638955,3772,0.167696616725203,6.85900000000038,269.550029405693,0.00101933961129941,5118,0.227537456097453
109,0.95,100,10,10000,2,1000,1000,254.931,82.2959312508037,0.00145950584306431,516,0.516,0.180000000000007,79.2579394633484,0.00120403663670254,535,0.535
110,0.95,500,10,10000,2,4341,4341,168.16,119.242372739425,0.00311020808854812,1543,0.355448053443907,0.433999999999998,114.827635929972,0.0024460846941774,1810,0.41695461875144
111,0.95,1000,10,10000,2,6303,6303,178.952,84.4237697453352,0.00145017035816486,2204,0.349674758051721,1.02600000000001,76.7958104633303,0.00089967039345229,2971,0.471362843090592
112,0.95,100,30,10000,2,2876,2860,173.66,72.706510002489,0.00155506999219179,1064,0.372027972027972,0.310000000000002,70.7216444023308,0.00124658445992265,1169,0.408741258741259
113,0.95,500,30,10000,2,7312,7312,179.484,66.5402954857191,0.00130413980563804,2884,0.394420131291028,0.984999999999985,55.943819809916,0.000611088559999473,4424,0.605032822757112
114,0.95,1000,30,10000,2,8508,8508,178.559,69.0442602251452,0.00137021924515368,3638,0.427597555242125,2.001,53.4574369678869,0.000564263077350913,7008,0.823695345557123
115,0.95,100,50,10000,2,4347,4347,173.003,61.7368338277954,0.00111420655677275,1404,0.322981366459627,0.41500000000002,58.253534841106,0.000813586445415293,1583,0.364159190246147
116,0.95,500,50,10000,2,8231,8217,181.278,62.5309835917097,0.00114845818117681,3255,0.396129974443227,1.53999999999999,48.6748123511418,0.000451735716050949,5770,0.702202750395521
117,0.95,1000,50,10000,2,9098,9098,186.838,58.6331831163061,0.0011151807208496,4033,0.443284238294131,3.33099999999999,44.9477753641156,0.000442932463949441,8820,0.969443833809629
118,0.95,100,10,20000,2,1000,1000,1404.661,187.833271884896,0.00180548242391765,563,0.563,0.302000000000135,186.909769944019,0.00169820660572617,573,0.573
119,0.95,500,10,20000,2,4906,4906,1371.347,174.020062035357,0.00177226053551893,1876,0.382388911536894,1.09300000000007,168.565454014877,0.00138967665845002,2051,0.41805951895638
120,0.95,1000,10,20000,2,8605,8605,1382.883,137.387015370626,0.00105221485536755,2846,0.330737943056363,1.96500000000015,128.491459330207,0.000669667049692513,3371,0.391748983149332
121,0.95,100,30,20000,2,2994,2994,1585.171,132.001157883605,0.001238079014656,1225,0.409151636606546,0.670000000000073,129.976568652483,0.00105149520573233,1281,0.427855711422846
122,0.95,500,30,20000,2,11053,11053,1336.251,135.522518038555,0.00116552829250938,3443,0.31149914050484,2.298,125.229588758848,0.000746327286372028,4301,0.389125124400615
123,0.95,1000,30,20000,2,14564,14582,1392.575,114.337863450404,0.000964970216564831,4759,0.326361267315869,3.21600000000012,101.713879396348,0.000542536160489937,6792,0.465779728432314
124,0.95,100,50,20000,2,4914,4914,1928.046,129.587751972782,0.00103153181259241,1461,0.297313797313797,0.884999999999991,127.58222293983,0.000893579417837964,1550,0.315425315425315
125,0.95,500,50,20000,2,13803,13803,1440.591,107.048642844867,0.000842473900840579,4285,0.310439759472578,4.55199999999991,93.348526083197,0.000446619120712088,5758,0.417155690791857
126,0.95,1000,50,20000,2,16464,16464,1417.931,106.51585098152,0.000842887558454963,5769,0.350400874635569,5.65899999999988,87.5331276611481,0.000388072790408978,9408,0.571428571428571
127,0.95,100,10,30000,2,1000,1000,4704.17,304.843961181908,0.00248050806089217,546,0.546,0.340000000000146,302.524655706438,0.00237561267885844,552,0.552
128,0.95,500,10,30000,2,4984,4984,6162.224,218.288982034101,0.00110356085031738,2123,0.425963081861958,1.80699999999979,212.86805709129,0.000856347568243043,2257,0.45284911717496
129,0.95,1000,10,30000,2,9512,9512,8474.242,235.447285905188,0.00105007517330524,2831,0.297624053826745,3.78900000000067,228.483063414993,0.000779703588762226,3136,0.329688814129521
130,0.95,100,30,30000,2,2999,2985,8021.435,217.627489174696,0.00122838477783827,1120,0.375209380234506,1.72099999999955,215.84471340924,0.00114204497014714,1151,0.385594639865997
131,0.95,500,30,30000,2,13003,13003,4910.571,169.788136291684,0.000844014992619102,3960,0.304545104975775,5.05400000000009,160.90312790913,0.000568713130530418,4594,0.353303083903715
132,0.95,1000,30,30000,2,18941,18941,5105.498,169.806199859522,0.00084614880345335,5315,0.280608204424265,6.11500000000069,155.022794529675,0.000512436755161883,6801,0.359062351512592
133,0.95,100,50,30000,2,4986,4986,4626.758,167.598865611844,0.000907416882647949,1655,0.331929402326514,1.33500000000004,164.049971279901,0.000774333705781616,1731,0.347172081829122
134,0.95,500,50,30000,2,17406,17406,5220.342,158.771901912549,0.000875828281119206,4528,0.260140181546593,3.90800000000036,146.316819894043,0.000577669397664238,5496,0.31575318855567
135,0.95,1000,50,30000,2,22542,22540,4958.116,157.002494972222,0.000709929112174601,6420,0.284826974267968,15.1580000000004,137.009386735982,0.000391845359288934,8925,0.395962732919255
136,0.98,100,10,10000,2,1000,1000,257.138,51.3738524929737,0.00063218059256609,722,0.722,0.268000000000029,48.7329119250756,0.00048337218441008,743,0.743
137,0.98,500,10,10000,2,4345,4345,178.32,38.2963774500666,0.000450307359488145,2480,0.570771001150748,0.914999999999992,34.4575762135421,0.000245597764438998,2925,0.673187571921749
138,0.98,1000,10,10000,2,6285,6285,166.063,50.0988797281773,0.000706535833093769,3137,0.499124900556881,1.09899999999999,44.0286008810313,0.000413649458289922,4350,0.692124105011933
139,0.98,100,30,10000,2,2898,2898,160.593,30.8508206091937,0.000364667223146542,1561,0.538647342995169,0.342000000000013,28.4536240260282,0.000230252886934346,1698,0.58592132505176
140,0.98,500,30,10000,2,7326,7326,177.174,31.7003350350464,0.000462186309257873,4319,0.58954408954409,1.81300000000002,25.8415724828473,0.000201484994871715,7067,0.964646464646465
141,0.98,1000,30,10000,2,8504,8504,189.522,36.6704688825955,0.000701083378784162,5131,0.603363123236124,4.40800000000002,24.8154992046151,0.000205657108835577,11157,1.31197083725306
142,0.98,100,50,10000,2,4339,4339,171.127,29.8597593478325,0.000370483264900079,2064,0.475685641852962,0.596000000000004,27.7464376448672,0.000245418492503147,2369,0.545978336022125
143,0.98,500,50,10000,2,8255,8255,178.764,27.2181118880795,0.000383440703315308,4919,0.59588128407026,2.54500000000002,19.9218624752326,0.000122540302644358,9455,1.14536644457904
144,0.98,1000,50,10000,2,9101,9101,190.221,24.5001434100712,0.000247825452732164,5951,0.653884188550709,6.661,16.9666575950342,6.26347870986699e-05,15642,1.71871222942534
145,0.98,100,10,20000,2,1000,1000,1383.235,102.17285974202,0.00128931079549821,754,0.754,0.376999999999953,104.091028987406,0.00131126284493666,761,0.761
146,0.98,500,10,20000,2,4910,4910,1529.338,63.270763457198,0.000321005816846132,2755,0.561099796334012,1.68599999999992,55.8811351626463,0.000162184093323137,2981,0.607128309572301
147,0.98,1000,10,20000,2,8621,8621,1370.623,79.7040312383792,0.000599248424760224,4015,0.465723233963577,2.45000000000005,73.3992991795411,0.000374362451490473,4666,0.541236515485442
148,0.98,100,30,20000,2,2993,2993,1571.66,58.3181631169209,0.000409873055575494,1730,0.578015369194788,0.87700000000018,57.3963077279141,0.000350454754364904,1799,0.601069161376545
149,0.98,500,30,20000,2,11029,11026,1423.776,54.1133882952994,0.000356714116118373,5380,0.487937602031562,3.40800000000013,48.5044820368313,0.000195595320055197,6751,0.6122800653002
150,0.98,1000,30,20000,2,14620,14620,1429.197,52.8952476902026,0.000255277188176861,7476,0.511354309165527,5.75800000000004,44.8096480379459,0.000112731302715718,11382,0.778522571819425
151,0.98,100,50,20000,2,4897,4897,1917.975,56.8264618657232,0.000254039205507484,2237,0.45681029201552,1.17700000000013,54.2251910982556,0.000184247232776658,2380,0.486011843986114
152,0.98,500,50,20000,2,13766,13766,1417.843,49.8305403912846,0.000221406958832882,6518,0.473485398808659,4.78300000000013,41.8779367455002,9.14092296918634e-05,9175,0.666497166933023
153,0.98,1000,50,20000,2,16528,16527,1462.166,47.6877118207267,0.000240307134366513,8471,0.512555212682277,8.05100000000016,38.3536730966142,0.000102577385114766,14574,0.881829733163914
154,0.98,100,10,30000,2,1000,1000,5480.971,159.766528528558,0.00102888655949818,748,0.748,0.503999999999905,158.71415132697,0.000988874431783304,754,0.754
155,0.98,500,10,30000,2,4984,4984,5994.852,110.104405934053,0.000413783098262122,2886,0.579052969502408,2.08199999999943,108.106044594149,0.00033317180158321,3022,0.606340288924559
156,0.98,1000,10,30000,2,9504,9504,8460.946,124.419213675307,0.000343805297297828,3909,0.411300505050505,3.82099999999991,117.727434204204,0.000221637312128098,4299,0.452335858585859
